chr start stop ROI
5180046 5 82873351 82873500 ID_11196
5180047 5 82873501 82873650 ID_11197
5180076 5 82877851 82878000 ID_11198
5180101 5 82881601 82881750 ID_11199
5181034 5 83021551 83021700 ID_11200
5181038 5 83022151 83022300 ID_11201
5181039 5 83022301 83022450 ID_11202
5181040 5 83022451 83022600 ID_11203
5181078 5 83028151 83028300 ID_11204
5181781 5 83133601 83133750 ID_11205
5181817 5 83139001 83139150 ID_11206
5181818 5 83139151 83139300 ID_11207
5182803 5 83286901 83287050 ID_11208
5183839 5 83442301 83442450 ID_11209
5184022 5 83469751 83469900 ID_11210
5184552 5 83549251 83549400 ID_11211
5184553 5 83549401 83549550 ID_11212
5184554 5 83549551 83549700 ID_11213
5184559 5 83550301 83550450 ID_11214
5184791 5 83585101 83585250 ID_11215
5184799 5 83586301 83586450 ID_11216
5184824 5 83590051 83590200 ID_11217
5184825 5 83590201 83590350 ID_11218
5185586 5 83704351 83704500 ID_11219
5185796 5 83735851 83736000 ID_11220
5189312 5 84263251 84263400 ID_11221
5190242 5 84402751 84402900 ID_11222
5190858 5 84495151 84495300 ID_11223
5191199 5 84546301 84546450 ID_11224
5193483 5 84888901 84889050 ID_11225
5194719 5 85074301 85074450 ID_11226
5195650 5 85213951 85214100 ID_11227
5197404 5 85477051 85477200 ID_11228
5197442 5 85482751 85482900 ID_11229
5197443 5 85482901 85483050 ID_11230
5197444 5 85483051 85483200 ID_11231
5197449 5 85483801 85483950 ID_11232
5197450 5 85483951 85484100 ID_11233
5197451 5 85484101 85484250 ID_11234
5197652 5 85514251 85514400 ID_11235
5203014 5 86318551 86318700 ID_11236
5203015 5 86318701 86318850 ID_11237
5203222 5 86349751 86349900 ID_11238
5203610 5 86407951 86408100 ID_11239
5204977 5 86613001 86613150 ID_11240
5208357 5 87120001 87120150 ID_11241
5208358 5 87120151 87120300 ID_11242
5209370 5 87271951 87272100 ID_11243
5209371 5 87272101 87272250 ID_11244
5210470 5 87436951 87437100 ID_11245
5210471 5 87437101 87437250 ID_11246
5210472 5 87437251 87437400 ID_11247
5212356 5 87719851 87720000 ID_11248
5212742 5 87777751 87777900 ID_11249
5212915 5 87803701 87803850 ID_11250
5213214 5 87848551 87848700 ID_11251
5215321 5 88164601 88164750 ID_11252
5215323 5 88164901 88165050 ID_11253
5215333 5 88166401 88166550 ID_11254
5215334 5 88166551 88166700 ID_11255
5216028 5 88270651 88270800 ID_11256
5216033 5 88271401 88271550 ID_11257
5216138 5 88287151 88287300 ID_11258
5216887 5 88399501 88399650 ID_11259
5216955 5 88409701 88409850 ID_11260
5217374 5 88472551 88472700 ID_11261
5217375 5 88472701 88472850 ID_11262
5217545 5 88498201 88498350 ID_11263
5217546 5 88498351 88498500 ID_11264
5220450 5 88933951 88934100 ID_11265
5220451 5 88934101 88934250 ID_11266
5220939 5 89007301 89007450 ID_11267
5220940 5 89007451 89007600 ID_11268
5220941 5 89007601 89007750 ID_11269
5220942 5 89007751 89007900 ID_11270
5221462 5 89085751 89085900 ID_11271
5221946 5 89158351 89158500 ID_11272
5223063 5 89325901 89326050 ID_11273
5224058 5 89475151 89475300 ID_11274
5224324 5 89515051 89515200 ID_11275
5224325 5 89515201 89515350 ID_11276
5224519 5 89544301 89544450 ID_11277
5224520 5 89544451 89544600 ID_11278
5225025 5 89620201 89620350 ID_11279
5225026 5 89620351 89620500 ID_11280
5225027 5 89620501 89620650 ID_11281
5225028 5 89620651 89620800 ID_11282
5225029 5 89620801 89620950 ID_11283
5227244 5 89953051 89953200 ID_11284
5227245 5 89953201 89953350 ID_11285
5227246 5 89953351 89953500 ID_11286
5227580 5 90003451 90003600 ID_11287
5228237 5 90102001 90102150 ID_11288
5230722 5 90474751 90474900 ID_11289
5231452 5 90584251 90584400 ID_11290
5231930 5 90655951 90656100 ID_11291
5232381 5 90723601 90723750 ID_11292
5233157 5 90840001 90840150 ID_11293
5233159 5 90840301 90840450 ID_11294
5233325 5 90865201 90865350 ID_11295
5233326 5 90865351 90865500 ID_11296
5233668 5 90916651 90916800 ID_11297
5233889 5 90949801 90949950 ID_11298
5235774 5 91232551 91232700 ID_11299
5236115 5 91283701 91283850 ID_11300
5237697 5 91521001 91521150 ID_11301
5238987 5 91714501 91714650 ID_11302
5238988 5 91714651 91714800 ID_11303
5238989 5 91714801 91714950 ID_11304
5239166 5 91741351 91741500 ID_11305
5240577 5 91953001 91953150 ID_11306
5240638 5 91962151 91962300 ID_11307
5240639 5 91962301 91962450 ID_11308
5241151 5 92039101 92039250 ID_11309
5241828 5 92140651 92140800 ID_11310
5241829 5 92140801 92140950 ID_11311
5242315 5 92213701 92213850 ID_11312
5242316 5 92213851 92214000 ID_11313
5242635 5 92261701 92261850 ID_11314
5242636 5 92261851 92262000 ID_11315
5242638 5 92262151 92262300 ID_11316
5242912 5 92303251 92303400 ID_11317
5243123 5 92334901 92335050 ID_11318
5243394 5 92375551 92375700 ID_11319
5243395 5 92375701 92375850 ID_11320
5244528 5 92545651 92545800 ID_11321
5244563 5 92550901 92551050 ID_11322
5244564 5 92551051 92551200 ID_11323
5244989 5 92614801 92614950 ID_11324
5244994 5 92615551 92615700 ID_11325
5244995 5 92615701 92615850 ID_11326
5244996 5 92615851 92616000 ID_11327
5246970 5 92911951 92912100 ID_11328
5247365 5 92971201 92971350 ID_11329
5247366 5 92971351 92971500 ID_11330
5248176 5 93092851 93093000 ID_11331
5249362 5 93270751 93270900 ID_11332
5249795 5 93335701 93335850 ID_11333
5251563 5 93600901 93601050 ID_11334
5251630 5 93610951 93611100 ID_11335
5251631 5 93611101 93611250 ID_11336
5251632 5 93611251 93611400 ID_11337
5253187 5 93844501 93844650 ID_11338
5255355 5 94169701 94169850 ID_11339
5257664 5 94516051 94516200 ID_11340
5257665 5 94516201 94516350 ID_11341
5257666 5 94516351 94516500 ID_11342
5257667 5 94516501 94516650 ID_11343
5257668 5 94516651 94516800 ID_11344
5257669 5 94516801 94516950 ID_11345
5259049 5 94723801 94723950 ID_11346
5259050 5 94723951 94724100 ID_11347
5259051 5 94724101 94724250 ID_11348
5259580 5 94803451 94803600 ID_11349
5259581 5 94803601 94803750 ID_11350
5259582 5 94803751 94803900 ID_11351
5263366 5 95371351 95371500 ID_11352
5263367 5 95371501 95371650 ID_11353
5263368 5 95371651 95371800 ID_11354
5264090 5 95479951 95480100 ID_11355
5265217 5 95649001 95649150 ID_11356
5266767 5 95881501 95881650 ID_11357
5267268 5 95956651 95956800 ID_11358
5269237 5 96252001 96252150 ID_11359
5269376 5 96272851 96273000 ID_11360
5269377 5 96273001 96273150 ID_11361
5269378 5 96273151 96273300 ID_11362
5269384 5 96274051 96274200 ID_11363
5269385 5 96274201 96274350 ID_11364
5269397 5 96276001 96276150 ID_11365
5269398 5 96276151 96276300 ID_11366
5269508 5 96292651 96292800 ID_11367
5269591 5 96305101 96305250 ID_11368
5269592 5 96305251 96305400 ID_11369
5269765 5 96331201 96331350 ID_11370
5270246 5 96403351 96403500 ID_11371
5270794 5 96485551 96485700 ID_11372
5271297 5 96561001 96561150 ID_11373
5273065 5 96826201 96826350 ID_11374
5274804 5 97087051 97087200 ID_11375
5275926 5 97255351 97255500 ID_11376
5275993 5 97265401 97265550 ID_11377
5275994 5 97265551 97265700 ID_11378
5277104 5 97432051 97432200 ID_11379
5278975 5 97712701 97712850 ID_11380
5280567 5 97951501 97951650 ID_11381
5282267 5 98206501 98206650 ID_11382
5282268 5 98206651 98206800 ID_11383
5282269 5 98206801 98206950 ID_11384
5282294 5 98210551 98210700 ID_11385
5282300 5 98211451 98211600 ID_11386
5283154 5 98339551 98339700 ID_11387
5283155 5 98339701 98339850 ID_11388
5284201 5 98496601 98496750 ID_11389
5284327 5 98515501 98515650 ID_11390
5285940 5 98757451 98757600 ID_11391
5286156 5 98789851 98790000 ID_11392
5286915 5 98903701 98903850 ID_11393
5288654 5 99164551 99164700 ID_11394
5289256 5 99254851 99255000 ID_11395
5289257 5 99255001 99255150 ID_11396
5289258 5 99255151 99255300 ID_11397
5291404 5 99577051 99577200 ID_11398
5292240 5 99702451 99702600 ID_11399
5292981 5 99813601 99813750 ID_11400
5292982 5 99813751 99813900 ID_11401
5292983 5 99813901 99814050 ID_11402
5293067 5 99826501 99826650 ID_11403
5293068 5 99826651 99826800 ID_11404
5293347 5 99868501 99868650 ID_11405
5293585 5 99904201 99904350 ID_11406
5293648 5 99913651 99913800 ID_11407
5293839 5 99942301 99942450 ID_11408
5293850 5 99943951 99944100 ID_11409
5293875 5 99947701 99947850 ID_11410
5294148 5 99988651 99988800 ID_11411
5294149 5 99988801 99988950 ID_11412
5294342 5 100017751 100017900 ID_11413
5294346 5 100018351 100018500 ID_11414
5294631 5 100061101 100061250 ID_11415
5295088 5 100129651 100129800 ID_11416
5295571 5 100202101 100202250 ID_11417
5295868 5 100246651 100246800 ID_11418
5295869 5 100246801 100246950 ID_11419
5296281 5 100308601 100308750 ID_11420
5296588 5 100354651 100354800 ID_11421
5296589 5 100354801 100354950 ID_11422
5296787 5 100384501 100384650 ID_11423
5298912 5 100703251 100703400 ID_11424
5299069 5 100726801 100726950 ID_11425
5299070 5 100726951 100727100 ID_11426
5299160 5 100740451 100740600 ID_11427
5299161 5 100740601 100740750 ID_11428
5299199 5 100746301 100746450 ID_11429
5299200 5 100746451 100746600 ID_11430
5299205 5 100747201 100747350 ID_11431
5299206 5 100747351 100747500 ID_11432
5299207 5 100747501 100747650 ID_11433
5299244 5 100753051 100753200 ID_11434
5299338 5 100767151 100767300 ID_11435
5299958 5 100860151 100860300 ID_11436
5300361 5 100920601 100920750 ID_11437
5300362 5 100920751 100920900 ID_11438
5301246 5 101053351 101053500 ID_11439
5301247 5 101053501 101053650 ID_11440
5301248 5 101053651 101053800 ID_11441
5301252 5 101054251 101054400 ID_11442
5301253 5 101054401 101054550 ID_11443
5301254 5 101054551 101054700 ID_11444
5301277 5 101058001 101058150 ID_11445
5301278 5 101058151 101058300 ID_11446
5301441 5 101082601 101082750 ID_11447
5301442 5 101082751 101082900 ID_11448
5301729 5 101125801 101125950 ID_11449
5302099 5 101181301 101181450 ID_11450
5303252 5 101354251 101354400 ID_11451
5303253 5 101354401 101354550 ID_11452
5304344 5 101518051 101518200 ID_11453
5305126 5 101635351 101635500 ID_11454
5305822 5 101739751 101739900 ID_11455
5306267 5 101806501 101806650 ID_11456
5306268 5 101806651 101806800 ID_11457
5306269 5 101806801 101806950 ID_11458
5306312 5 101813251 101813400 ID_11459
5306313 5 101813401 101813550 ID_11460
5306596 5 101855851 101856000 ID_11461
5306625 5 101860201 101860350 ID_11462
5306626 5 101860351 101860500 ID_11463
5306942 5 101907751 101907900 ID_11464
5307001 5 101916601 101916750 ID_11465
5307002 5 101916751 101916900 ID_11466
5307003 5 101916901 101917050 ID_11467
5307004 5 101917051 101917200 ID_11468
5307125 5 101935201 101935350 ID_11469
5307126 5 101935351 101935500 ID_11470
5307132 5 101936251 101936400 ID_11471
5307161 5 101940601 101940750 ID_11472
5307162 5 101940751 101940900 ID_11473
5307357 5 101970001 101970150 ID_11474
5307358 5 101970151 101970300 ID_11475
5307585 5 102004201 102004350 ID_11476
5307586 5 102004351 102004500 ID_11477
5307688 5 102019651 102019800 ID_11478
5307704 5 102022051 102022200 ID_11479
5307775 5 102032701 102032850 ID_11480
5308539 5 102147301 102147450 ID_11481
5308540 5 102147451 102147600 ID_11482
5309078 5 102228151 102228300 ID_11483
5310456 5 102434851 102435000 ID_11484
5310457 5 102435001 102435150 ID_11485
5310888 5 102499651 102499800 ID_11486
5310889 5 102499801 102499950 ID_11487
5310902 5 102501751 102501900 ID_11488
5313051 5 102824101 102824250 ID_11489
5313119 5 102834301 102834450 ID_11490
5313368 5 102871651 102871800 ID_11491
5313660 5 102915451 102915600 ID_11492
5313661 5 102915601 102915750 ID_11493
5313662 5 102915751 102915900 ID_11494
5313663 5 102915901 102916050 ID_11495
5315431 5 103181101 103181250 ID_11496
5315511 5 103193101 103193250 ID_11497
5315512 5 103193251 103193400 ID_11498
5315937 5 103257001 103257150 ID_11499
5316005 5 103267201 103267350 ID_11500
5316434 5 103331551 103331700 ID_11501
5316877 5 103398001 103398150 ID_11502
5316936 5 103406851 103407000 ID_11503
5316948 5 103408651 103408800 ID_11504
5316949 5 103408801 103408950 ID_11505
5316950 5 103408951 103409100 ID_11506
5317048 5 103423651 103423800 ID_11507
5317975 5 103562701 103562850 ID_11508
5318093 5 103580401 103580550 ID_11509
5318094 5 103580551 103580700 ID_11510
5318180 5 103593451 103593600 ID_11511
5318181 5 103593601 103593750 ID_11512
5318182 5 103593751 103593900 ID_11513
5318610 5 103657951 103658100 ID_11514
5320156 5 103889851 103890000 ID_11515
5320157 5 103890001 103890150 ID_11516
5320463 5 103935901 103936050 ID_11517
5320533 5 103946401 103946550 ID_11518
5320534 5 103946551 103946700 ID_11519
5320535 5 103946701 103946850 ID_11520
5320560 5 103950451 103950600 ID_11521
5320561 5 103950601 103950750 ID_11522
5321114 5 104033551 104033700 ID_11523
5321115 5 104033701 104033850 ID_11524
5322162 5 104190751 104190900 ID_11525
5322163 5 104190901 104191050 ID_11526
5322169 5 104191801 104191950 ID_11527
5322170 5 104191951 104192100 ID_11528
5322171 5 104192101 104192250 ID_11529
5322304 5 104212051 104212200 ID_11530
5323299 5 104361301 104361450 ID_11531
5323476 5 104387851 104388000 ID_11532
5323477 5 104388001 104388150 ID_11533
5324014 5 104468551 104468700 ID_11534
5324015 5 104468701 104468850 ID_11535
5324016 5 104468851 104469000 ID_11536
5324063 5 104475901 104476050 ID_11537
5324064 5 104476051 104476200 ID_11538
5324065 5 104476201 104476350 ID_11539
5324083 5 104478901 104479050 ID_11540
5324084 5 104479051 104479200 ID_11541
5324085 5 104479201 104479350 ID_11542
5324570 5 104551951 104552100 ID_11543
5324704 5 104572051 104572200 ID_11544
5324997 5 104616001 104616150 ID_11545
5324998 5 104616151 104616300 ID_11546
5325516 5 104693851 104694000 ID_11547
5325517 5 104694001 104694150 ID_11548
5325518 5 104694151 104694300 ID_11549
5326404 5 104827051 104827200 ID_11550
5326405 5 104827201 104827350 ID_11551
5326991 5 104915101 104915250 ID_11552
5326992 5 104915251 104915400 ID_11553
5327032 5 104921251 104921400 ID_11554
5327033 5 104921401 104921550 ID_11555
5327039 5 104922301 104922450 ID_11556
5328313 5 105113401 105113550 ID_11557
5328314 5 105113551 105113700 ID_11558
5328315 5 105113701 105113850 ID_11559
5328954 5 105209551 105209700 ID_11560
5329985 5 105364201 105364350 ID_11561
5330082 5 105378751 105378900 ID_11562
5330083 5 105378901 105379050 ID_11563
5330368 5 105421651 105421800 ID_11564
5330379 5 105423301 105423450 ID_11565
5330385 5 105424201 105424350 ID_11566
5330386 5 105424351 105424500 ID_11567
5330416 5 105428851 105429000 ID_11568
5330763 5 105480901 105481050 ID_11569
5330764 5 105481051 105481200 ID_11570
5330765 5 105481201 105481350 ID_11571
5330791 5 105485101 105485250 ID_11572
5330990 5 105514951 105515100 ID_11573
5331504 5 105592051 105592200 ID_11574
5332247 5 105703501 105703650 ID_11575
5332385 5 105724201 105724350 ID_11576
5332386 5 105724351 105724500 ID_11577
5332416 5 105728851 105729000 ID_11578
5332417 5 105729001 105729150 ID_11579
5332418 5 105729151 105729300 ID_11580
5332419 5 105729301 105729450 ID_11581
5332899 5 105801301 105801450 ID_11582
5332929 5 105805801 105805950 ID_11583
5332930 5 105805951 105806100 ID_11584
5332931 5 105806101 105806250 ID_11585
5332975 5 105812701 105812850 ID_11586
5332976 5 105812851 105813000 ID_11587
5333405 5 105877201 105877350 ID_11588
5333944 5 105958051 105958200 ID_11589
5334052 5 105974251 105974400 ID_11590
5335437 5 106182001 106182150 ID_11591
5335634 5 106211551 106211700 ID_11592
5335635 5 106211701 106211850 ID_11593
5335732 5 106226251 106226400 ID_11594
5335733 5 106226401 106226550 ID_11595
5336376 5 106322851 106323000 ID_11596
5336490 5 106339951 106340100 ID_11597
5337768 5 106531651 106531800 ID_11598
5337769 5 106531801 106531950 ID_11599
5337770 5 106531951 106532100 ID_11600
5338868 5 106696651 106696800 ID_11601
5339421 5 106779601 106779750 ID_11602
5339422 5 106779751 106779900 ID_11603
5339423 5 106779901 106780050 ID_11604
5339759 5 106830301 106830450 ID_11605
5340248 5 106903651 106903800 ID_11606
5342227 5 107200501 107200650 ID_11607
5342595 5 107255701 107255850 ID_11608
5342596 5 107255851 107256000 ID_11609
5342597 5 107256001 107256150 ID_11610
5342686 5 107269351 107269500 ID_11611
5343547 5 107398501 107398650 ID_11612
5343582 5 107403751 107403900 ID_11613
5343583 5 107403901 107404050 ID_11614
5344554 5 107549551 107549700 ID_11615
5344555 5 107549701 107549850 ID_11616
5344556 5 107549851 107550000 ID_11617
5344568 5 107551651 107551800 ID_11618
5344569 5 107551801 107551950 ID_11619
5344570 5 107551951 107552100 ID_11620
5344571 5 107552101 107552250 ID_11621
5347474 5 107987551 107987700 ID_11622
5347475 5 107987701 107987850 ID_11623
5347490 5 107989951 107990100 ID_11624
5349209 5 108247801 108247950 ID_11625
5349465 5 108286201 108286350 ID_11626
5349638 5 108312151 108312300 ID_11627
5349639 5 108312301 108312450 ID_11628
5350349 5 108418801 108418950 ID_11629
5350810 5 108487951 108488100 ID_11630
5352187 5 108694501 108694650 ID_11631
5352257 5 108705001 108705150 ID_11632
5352258 5 108705151 108705300 ID_11633
5352259 5 108705301 108705450 ID_11634
5353411 5 108878101 108878250 ID_11635
5356418 5 109329151 109329300 ID_11636
5356578 5 109353151 109353300 ID_11637
5357901 5 109551601 109551750 ID_11638
5357902 5 109551751 109551900 ID_11639
5357926 5 109555351 109555500 ID_11640
5358172 5 109592251 109592400 ID_11641
5358173 5 109592401 109592550 ID_11642
5358174 5 109592551 109592700 ID_11643
5358642 5 109662751 109662900 ID_11644
5358690 5 109669951 109670100 ID_11645
5360464 5 109936051 109936200 ID_11646
5360469 5 109936801 109936950 ID_11647
5360470 5 109936951 109937100 ID_11648
5360471 5 109937101 109937250 ID_11649
5360472 5 109937251 109937400 ID_11650
5360870 5 109996951 109997100 ID_11651
5361554 5 110099551 110099700 ID_11652
5361672 5 110117251 110117400 ID_11653
5361673 5 110117401 110117550 ID_11654
5362218 5 110199151 110199300 ID_11655
5362219 5 110199301 110199450 ID_11656
5362220 5 110199451 110199600 ID_11657
5362221 5 110199601 110199750 ID_11658
5362368 5 110221651 110221800 ID_11659
5362432 5 110231251 110231400 ID_11660
5362433 5 110231401 110231550 ID_11661
5362434 5 110231551 110231700 ID_11662
5363391 5 110375101 110375250 ID_11663
5363392 5 110375251 110375400 ID_11664
5364388 5 110524651 110524800 ID_11665
5364389 5 110524801 110524950 ID_11666
5364512 5 110543251 110543400 ID_11667
5364513 5 110543401 110543550 ID_11668
5364993 5 110615401 110615550 ID_11669
5365248 5 110653651 110653800 ID_11670
5366596 5 110855851 110856000 ID_11671
5366649 5 110863801 110863950 ID_11672
5366860 5 110895451 110895600 ID_11673
5366937 5 110907001 110907150 ID_11674
5366938 5 110907151 110907300 ID_11675
5367926 5 111055351 111055500 ID_11676
5368184 5 111094051 111094200 ID_11677
5368185 5 111094201 111094350 ID_11678
5368400 5 111126451 111126600 ID_11679
5368401 5 111126601 111126750 ID_11680
5368409 5 111127801 111127950 ID_11681
5368561 5 111150601 111150750 ID_11682
5368740 5 111177451 111177600 ID_11683
5368741 5 111177601 111177750 ID_11684
5369050 5 111223951 111224100 ID_11685
5369051 5 111224101 111224250 ID_11686
5369052 5 111224251 111224400 ID_11687
5369127 5 111235501 111235650 ID_11688
5369405 5 111277201 111277350 ID_11689
5370339 5 111417301 111417450 ID_11690
5370427 5 111430501 111430650 ID_11691
5370428 5 111430651 111430800 ID_11692
5370496 5 111440851 111441000 ID_11693
5370532 5 111446251 111446400 ID_11694
5370603 5 111456901 111457050 ID_11695
5370604 5 111457051 111457200 ID_11696
5370605 5 111457201 111457350 ID_11697
